texto,origen,texto_limpio,tokens,longitud
"Exelente dupleta Ing Jaime Estrada, ud de seguro es el próximo Alcalde de Manta 👏👏👏👏👏👏",ig,exelente dupleta ing jaime estrada ud de seguro es el proximo alcalde de manta,"['exelent', 'duplet', 'ing', 'jaim', 'estrad', 'segur', 'proxim', 'alcald', 'mant']",15
💙 belleza Señor Jaime 😍 pronto va a volver a hacer historia en Ecuador mi patria nuestro querido @mashirafaelig 🙌👏.,ig,belleza senor jaime pronto va a volver a hacer historia en ecuador mi patria nuestro querido,"['bellez', 'senor', 'jaim', 'pront', 'volv', 'hac', 'histori', 'ecuador', 'patri', 'quer']",20
El mejor presindete 🙌👏,ig,el mejor presindete,"['mejor', 'presindet']",4
Mashi esperamos tu regreso pronto para poder recuperar la patria HLVS 🖐️🇪🇨💪💙,ig,mashi esperamos tu regreso pronto para poder recuperar la patria hlvs,"['mashi', 'esper', 'regres', 'pront', 'pod', 'recuper', 'patri', 'hlvs']",12
Dime con quien andas y te diré quién eres 😂,ig,dime con quien andas y te dire quien eres,"['dim', 'andas', 'dir']",10
Cómo Alondra,ig,como alondra,['alondr'],2
Te encantaría ser una coloradita. Acomplejado.,ig,te encantaria ser una coloradita acomplejado,"['encantari', 'ser', 'coloradit', 'acomplej']",6
Un prófugo no tiene derecho a nada,ig,un profugo no tiene derecho a nada,"['profug', 'derech']",7
Y tu peormente.. disque economista no sabes ni sumar ni rrestr solo rrobar...,ig,y tu peormente disque economista no sabes ni sumar ni rrestr solo rrobar,"['peorment', 'disqu', 'econom', 'sab', 'sum', 'rrestr', 'sol', 'rrob']",13
Siempre peleando con las mujeres quizás solo el tipo papá no mamá es mi opinión,ig,siempre peleando con las mujeres quizas solo el tipo papa no mama es mi opinion,"['siempr', 'pel', 'mujer', 'quiz', 'sol', 'tip', 'pap', 'mam', 'opinion']",15
Está de manicomio 😂😂😂,ig,esta de manicomio,['manicomi'],4
Eso debe decir eso a él mismo por que de economista no tiene de nada,ig,eso debe decir eso a el mismo por que de economista no tiene de nada,"['deb', 'dec', 'mism', 'econom']",15
No le conviene esa es otra de sus facetas de doble animo,ig,no le conviene esa es otra de sus facetas de doble animo,"['convien', 'facet', 'dobl', 'anim']",12
Este tipo de verdad que no tiene nada que hacer por Dios,ig,este tipo de verdad que no tiene nada que hacer por dios,"['tip', 'verd', 'hac', 'dios']",12
Seguro que él se refiere a que ella no tiene la mente perversa con el,ig,seguro que el se refiere a que ella no tiene la mente perversa con el,"['segur', 'refier', 'ment', 'pervers']",15
Aaah no pues el economista que dejó quebrado al país !!,ig,aaah no pues el economista que dejo quebrado al pais,"['aaah', 'pues', 'econom', 'dej', 'quebr', 'pais']",11
Como siempre se le sale lo .... q sea caballero es mucho pedir esa es su naturaleza,ig,como siempre se le sale lo q sea caballero es mucho pedir esa es su naturaleza,"['siempr', 'sal', 'caballer', 'ped', 'naturalez']",17
Este siempre insulta a quien le dice las verdades.,ig,este siempre insulta a quien le dice las verdades,"['siempr', 'insult', 'dic', 'verdad']",9
"No entiendo por qué, perder el tiempo con un prófugo de la justicia. Él tipp no vale la pena.",ig,no entiendo por que perder el tiempo con un profugo de la justicia el tipp no vale la pena,"['entiend', 'perd', 'tiemp', 'profug', 'justici', 'tipp', 'val', 'pen']",19
Este hombre es el odiador de mujeres eso ya está visto,ig,este hombre es el odiador de mujeres eso ya esta visto,"['hombr', 'odiador', 'mujer', 'vist']",11
🙌🙌🙌❤️❤️❤️👏👏👏👏 Apoyo al presidente !!,ig,apoyo al presidente,"['apoy', 'president']",5
Total apoyo a nuestro presidente Noboa viva el Ecuador carajo.,ig,total apoyo a nuestro presidente noboa viva el ecuador carajo,"['total', 'apoy', 'president', 'nobo', 'viv', 'ecuador', 'caraj']",10
"Daniel Noboa ,eres increíble, tú trabajo lo apreciamos , no tengas en cuenta la ignorancia..Y confío que muy pronto correa le acompañe a Maduro, por fin no escucharé su voz... enhorabuena pueblo venezolano 👏",ig,daniel noboa eres increible tu trabajo lo apreciamos no tengas en cuenta la ignoranciay confio que muy pronto correa le acompane a maduro por fin no escuchare su voz enhorabuena pueblo venezolano,"['daniel', 'nobo', 'increibl', 'trabaj', 'apreci', 'cuent', 'ignoranciay', 'confi', 'pront', 'corre', 'acompan', 'madur', 'fin', 'escuchar', 'voz', 'enhorabuen', 'puebl', 'venezolan']",34
"Correa solo dice lo que es el mismo, así es como trata el y sus seguidores de tapar sus fechorías. Bien contestado presi Noboa 💜💜💜",ig,correa solo dice lo que es el mismo asi es como trata el y sus seguidores de tapar sus fechorias bien contestado presi noboa,"['corre', 'sol', 'dic', 'mism', 'asi', 'trat', 'seguidor', 'tap', 'fechori', 'bien', 'contest', 'presi', 'nobo']",25
Apoyo al presidente Noboa.,ig,apoyo al presidente noboa,"['apoy', 'president', 'nobo']",4
Primero será a ti,ig,primero sera a ti,"['primer', 'ser']",4
"La verdad siempre prevalece, y @danielnoboaok está del lado correcto. ¡@MashiRafael, tu tiempo se está acabando!",ig,la verdad siempre prevalece y esta del lado correcto tu tiempo se esta acabando,"['verd', 'siempr', 'prevalec', 'lad', 'correct', 'tiemp', 'acab']",16
Era que le aclare el panorama al prófugo SR. PRESIDENTE no que lo arrastre por el piso😂😂.,ig,era que le aclare el panorama al profugo sr presidente no que lo arrastre por el piso,"['aclar', 'panoram', 'profug', 'president', 'arrastr', 'pis']",17
"Tu insolencia es increíble NoBoa, un tipo que se la pasa de paseo y que ha vendido el Pais al imperio. El gobierno de Maduro no era de lo mejor pero la invasión no traerá nada bueno a Venezuela, prueba de ello cada Pais invadido a quedado en soletas.",ig,tu insolencia es increible noboa un tipo que se la pasa de paseo y que ha vendido el pais al imperio el gobierno de maduro no era de lo mejor pero la invasion no traera nada bueno a venezuela prueba de ello cada pais invadido a quedado en soletas,"['insolent', 'increibl', 'nobo', 'tip', 'pas', 'pase', 'vend', 'pais', 'imperi', 'gobiern', 'madur', 'mejor', 'invasion', 'traer', 'buen', 'venezuel', 'prueb', 'ello', 'cad', 'pais', 'invad', 'qued', 'solet']",49
Me encanta esta novela!!!! Pero Noboa ya haz algo 🙄🙄🙄 la pelota está en tu cancha,ig,me encanta esta novela pero noboa ya haz algo la pelota esta en tu cancha,"['encant', 'novel', 'nobo', 'haz', 'pelot', 'canch']",16
Lo mismo que a Moreno: o sea va a verles la cara de gil diez años a los de su partido,ig,lo mismo que a moreno o sea va a verles la cara de gil diez anos a los de su partido,"['mism', 'moren', 'verl', 'car', 'gil', 'diez', 'anos', 'part']",21
Jajajajjajaa ahora que cartel financiará al correismo.,ig,jajajajjajaa ahora que cartel financiara al correismo,"['jajajajjaja', 'ahor', 'cartel', 'financi', 'correism']",7
"Esooooo asiiii mijo vivo vivo ya no te dejes respóndele a ese perro... el siguiente será el menestrón prófugo , los ecuatorianos de bien te apoyamos 💜 que linda respuesta CARAJOOO🔥🔥👏👏👏🙌",ig,esooooo asiiii mijo vivo vivo ya no te dejes respondele a ese perro el siguiente sera el menestron profugo los ecuatorianos de bien te apoyamos que linda respuesta carajooo,"['esoooo', 'asiiii', 'mij', 'viv', 'viv', 'dej', 'respondel', 'perr', 'siguient', 'ser', 'menestron', 'profug', 'ecuatorian', 'bien', 'apoy', 'lind', 'respuest', 'carajoo']",31
No nos interesa q piensa el profugo,ig,no nos interesa q piensa el profugo,"['interes', 'piens', 'profug']",7
"Hablo el representante financiero de Madurito,",ig,hablo el representante financiero de madurito,"['habl', 'represent', 'financier', 'madurit']",6
Lo dice el que quebró Tame,ig,lo dice el que quebro tame,"['dic', 'quebr', 'tam']",6
Correcto!!!,ig,correcto,['correct'],1
"El genio en economía, y cogió al IESS de caja chica",ig,el genio en economia y cogio al iess de caja chica,"['geni', 'economi', 'cogi', 'iess', 'caj', 'chic']",11
Nunca la tuvo peor ahora,ig,nunca la tuvo peor ahora,"['nunc', 'peor', 'ahor']",5
SI LA ENVIDIA FUERA TIÑA........😂😂😂😂😂😂😂,ig,si la envidia fuera tina,"['envidi', 'tin']",5
Ya no sufras por lo que no pudiste hacer,ig,ya no sufras por lo que no pudiste hacer,"['sufr', 'pud', 'hac']",9
"Cuando fuiste presidente Correa la mayoría de empresas se fueron al Perú , que hablas",ig,cuando fuiste presidente correa la mayoria de empresas se fueron al peru que hablas,"['president', 'corre', 'mayori', 'empres', 'peru', 'habl']",15
Jajajaja y sus 214 viajes para q sirvieron ?,ig,jajajaja y sus viajes para q sirvieron,"['jajajaj', 'viaj', 'sirv']",9
La envía puede mas q todo el peor enemigo de las personas es la envidia,ig,la envia puede mas q todo el peor enemigo de las personas es la envidia,"['envi', 'pued', 'mas', 'peor', 'enemig', 'person', 'envidi']",15
TENEMOS NUESTRO MEJOR PRESIDENTE DE ECUADOR DANIEL NOBOA MUY INTELIGENTE 👏👏👏👏👏💜💜💜💜,ig,tenemos nuestro mejor presidente de ecuador daniel noboa muy inteligente,"['mejor', 'president', 'ecuador', 'daniel', 'nobo', 'inteligent']",11
Calla ta ra do,ig,calla ta ra do,['call'],4
VIVAAAA NOVOA CH 👍💯,ig,vivaaaa novoa ch,"['vivaaa', 'novo']",4
"Terrible, como habla negativo del Ecuador, envés de dar motivación",ig,terrible como habla negativo del ecuador enves de dar motivacion,"['terribl', 'habl', 'negat', 'ecuador', 'enves', 'dar', 'motiv']",10
Rafael. Correa. Mejor. Presidente. Y. Que. Represento. El. Ecuador. 👏👏👏👏🇪🇨🇪🇨🇪🇨,ig,rafael correa mejor presidente y que represento el ecuador,"['rafael', 'corre', 'mejor', 'president', 'represent', 'ecuador']",10
"Exactamente el criminal pedofilo, genocida y corrupto y trompudo imperialita, ya está demente, está desesperado por la crisis profunda en la que tiene sumida a la sociedad estadunidense, está verdaderamente desequilibrado mental el trompudo!!!",ig,exactamente el criminal pedofilo genocida y corrupto y trompudo imperialita ya esta demente esta desesperado por la crisis profunda en la que tiene sumida a la sociedad estadunidense esta verdaderamente desequilibrado mental el trompudo,"['exact', 'criminal', 'pedofil', 'genoc', 'corrupt', 'trompud', 'imperialit', 'dement', 'desesper', 'crisis', 'profund', 'sum', 'socied', 'estadunidens', 'verdader', 'desequilibr', 'mental', 'trompud']",34
Cómo le pueden dar espacio a este tipo?,ig,como le pueden dar espacio a este tipo,"['pued', 'dar', 'espaci', 'tip']",8
¿Ya se olvidaron del feriado bancario?,ig,ya se olvidaron del feriado bancario,"['olvid', 'feri', 'bancari']",6
Ahora se enamoraron de Mahuad ?,ig,ahora se enamoraron de mahuad,"['ahor', 'enamor', 'mahu']",6
gracias a mahuad ecuador esta medio bien con el dolar,ig,gracias a mahuad ecuador esta medio bien con el dolar,"['graci', 'mahu', 'ecuador', 'medi', 'bien', 'dol']",10
Este tipo de personas nunca deberían de ser nombradas ni el uno ni el otro,ig,este tipo de personas nunca deberian de ser nombradas ni el uno ni el otro,"['tip', 'person', 'nunc', 'deberi', 'ser', 'nombr']",15
"Devuélvame mi jubilación sr Mahuad, qué hizo con mis años de trabajo, en donde tuve que jubilarme a fines del año 1998 por problemas de salud...",ig,devuelvame mi jubilacion sr mahuad que hizo con mis anos de trabajo en donde tuve que jubilarme a fines del ano por problemas de salud,"['devuelvam', 'jubil', 'mahu', 'hiz', 'anos', 'trabaj', 'jubil', 'fin', 'ano', 'problem', 'salud']",26
Este man hablando de qué... Este man también debería a rendir cuentas acá.,ig,este man hablando de que este man tambien deberia a rendir cuentas aca,"['man', 'habl', 'man', 'tambi', 'deberi', 'rend', 'cuent', 'aca']",13
"????????? Y tienen el descaro de publicar lo que dice este tipo, en serio los medios de comunicación de este país no tienen ética",ig,y tienen el descaro de publicar lo que dice este tipo en serio los medios de comunicacion de este pais no tienen etica,"['descar', 'public', 'dic', 'tip', 'seri', 'medi', 'comun', 'pais', 'etic']",24
El villano de una historia mal contada,ig,el villano de una historia mal contada,"['villan', 'histori', 'mal', 'cont']",7
Recuerdo que regalo medio Ecuador a Perú...,ig,recuerdo que regalo medio ecuador a peru,"['recuerd', 'regal', 'medi', 'ecuador', 'peru']",7
Calladito deberías estar.,ig,calladito deberias estar,"['calladit', 'deberi']",3
Cianuro para este vejete,ig,cianuro para este vejete,"['cianur', 'vejet']",4
"MUY CIERTO !! HAY 2 PRESIDENTES QUE FUERON VITALES PARA EL FUTURO DEL ECUADOR, MAHUAD CON EL DOLLAR Y MORENO CON DESENMASCARAR AL SOCIALISTA QUE VENDIO A LA OATRIA CON LAS MAFIAS !!",ig,muy cierto hay presidentes que fueron vitales para el futuro del ecuador mahuad con el dollar y moreno con desenmascarar al socialista que vendio a la oatria con las mafias,"['ciert', 'president', 'vital', 'futur', 'ecuador', 'mahu', 'doll', 'moren', 'desenmascar', 'social', 'vendi', 'oatri', 'mafi']",33
EXCELENTE PRESIDENTE NOBOA 👍👍👏👏👏,ig,excelente presidente noboa,"['excelent', 'president', 'nobo']",4
Bien dicho 👏,ig,bien dicho,"['bien', 'dich']",3
Arriba Noboa!!👏,ig,arriba noboa,"['arrib', 'nobo']",2
👏👏👏👏👏👏👏👏👏👏👏👏👏👏💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜,ig,,[],1
Te apoyamos President!!! Ya BASTA de tanto odio hacia el pueblo de Ecuador 🇪🇨 de parte de otro ecuatoriano,ig,te apoyamos president ya basta de tanto odio hacia el pueblo de ecuador de parte de otro ecuatoriano,"['apoy', 'president', 'bast', 'odi', 'haci', 'puebl', 'ecuador', 'part', 'ecuatorian']",19
Muy bien respondido,ig,muy bien respondido,"['bien', 'respond']",3
👏👏👏👏👏 de frente de una se le dice las cosas,ig,de frente de una se le dice las cosas,"['frent', 'dic', 'cos']",10
Bien!!!!!!? Ese es el Presidente de la República del Ecuador. 👏👏👏👏👏👏👏👏,ig,bien ese es el presidente de la republica del ecuador,"['bien', 'president', 'republ', 'ecuador']",11
Así se habla Noboa,ig,asi se habla noboa,"['asi', 'habl', 'nobo']",4
Jaaaaa cartón ni tu mismo te lo crees trabaja has lo que izo Correa con el país así lo superarás,ig,jaaaaa carton ni tu mismo te lo crees trabaja has lo que izo correa con el pais asi lo superaras,"['jaaaa', 'carton', 'mism', 'cre', 'trabaj', 'izo', 'corre', 'pais', 'asi', 'super']",20
Qué falta de respeto meter a los padres en peleas políticas,ig,que falta de respeto meter a los padres en peleas politicas,"['falt', 'respet', 'met', 'padr', 'pel', 'polit']",11
La mayor corrupción la tiene usted y sus funcionarios señor Noboa,ig,la mayor corrupcion la tiene usted y sus funcionarios senor noboa,"['mayor', 'corrupcion', 'usted', 'funcionari', 'senor', 'nobo']",11
El duro de las cajas de banano ..siempre aparecen drogas en cajas de banano pero el no sabe nada ...habla de progen..o de healthbird..q lo blindaste x 15 años .. porque?? O lo último sobre los 3 millones por 90 hectareas..el más honesto del mundo,ig,el duro de las cajas de banano siempre aparecen drogas en cajas de banano pero el no sabe nada habla de progeno de healthbirdq lo blindaste x anos porque o lo ultimo sobre los millones por hectareasel mas honesto del mundo,"['dur', 'caj', 'banan', 'siempr', 'aparec', 'drog', 'caj', 'banan', 'sab', 'habl', 'progen', 'healthbirdq', 'blind', 'anos', 'ultim', 'millon', 'hectareasel', 'mas', 'honest', 'mund']",45
Acaso es la presidenta de Bélgica 😂😂,ig,acaso es la presidenta de belgica,"['acas', 'president', 'belgic']",7
Y que va aser esta nada,ig,y que va aser esta nada,['aser'],6
Este Nobita❤️ sí que no les da descanso a los prófugos ! No va a parar hasta verlos pagando caro sus corrupciones 👏👏,ig,este nobita si que no les da descanso a los profugos no va a parar hasta verlos pagando caro sus corrupciones,"['nobit', 'descans', 'profug', 'par', 'verl', 'pag', 'car', 'corrupcion']",23
Pobres florindos so. Felices con puro show 😂😂😂 cojudos,ig,pobres florindos so felices con puro show cojudos,"['pobr', 'florind', 'felic', 'pur', 'show', 'cojud']",9
Traerlo a Ecuador o extraditarlo a Estados Unidos...,ig,traerlo a ecuador o extraditarlo a estados unidos,"['tra', 'ecuador', 'extradit', 'unid']",8
"Huir a su última madriguera, México. Después el tiempo lo dirá, sabremos si morirá de prófugo o en qué país y cárcel descansará.",ig,huir a su ultima madriguera mexico despues el tiempo lo dira sabremos si morira de profugo o en que pais y carcel descansara,"['huir', 'ultim', 'madriguer', 'mexic', 'despu', 'tiemp', 'dir', 'sabr', 'morir', 'profug', 'pais', 'carcel', 'descans']",23
Jajajajaja sueñen,ig,jajajajaja suenen,"['jajajajaj', 'suen']",2
😂😂😂😂😂😂😂😂 cuento y más cuento para los cirqueros fanáticos de este cuentero 😂😂😂😂😂,ig,cuento y mas cuento para los cirqueros fanaticos de este cuentero,"['cuent', 'mas', 'cuent', 'cirquer', 'fanat', 'cuenter']",13
"No meten presos ni a los q estan aqui en Ecuador y se van por alla tan Lejos, piensan q en Europa son como aqui que vemos a un extranjero y le damos hasta la cama de nosotros, alla tiene q sacar cita para hablar con el ultimo secretario del Ministro y recien para ver q es lo q quiere.",ig,no meten presos ni a los q estan aqui en ecuador y se van por alla tan lejos piensan q en europa son como aqui que vemos a un extranjero y le damos hasta la cama de nosotros alla tiene q sacar cita para hablar con el ultimo secretario del ministro y recien para ver q es lo q quiere,"['met', 'pres', 'estan', 'aqui', 'ecuador', 'van', 'alla', 'tan', 'lej', 'piens', 'europ', 'aqui', 'vem', 'extranjer', 'dam', 'cam', 'alla', 'sac', 'cit', 'habl', 'ultim', 'secretari', 'ministr', 'reci', 'ver', 'quier']",60
"Alla no es usa , allá a ella no le paran bola es una más",ig,alla no es usa alla a ella no le paran bola es una mas,"['alla', 'usa', 'alla', 'par', 'bol', 'mas']",15
Puro show ella no puede hacer nada Bélgica no es Ecuador donde se meten a las embajadas a la fuerza,ig,puro show ella no puede hacer nada belgica no es ecuador donde se meten a las embajadas a la fuerza,"['pur', 'show', 'pued', 'hac', 'belgic', 'ecuador', 'met', 'embaj', 'fuerz']",20
"TENEMOS DE ALIADO FUERTE A EEUU, SI ES POSIBLE TRAER A EL MEJOR PRESI AL ENCUENTRO CON SU PANA 👍💯",ig,tenemos de aliado fuerte a eeuu si es posible traer a el mejor presi al encuentro con su pana,"['ali', 'fuert', 'eeuu', 'posibl', 'tra', 'mejor', 'presi', 'encuentr', 'pan']",20
"Arriba Andrea, tu si puedes...",ig,arriba andrea tu si puedes,"['arrib', 'andre', 'pued']",5
Bravoooooooooooooooooooooooooo este es un verdadero Ecuatoriano … el verdadero Ecuatoriano ama su patria la defiende con la vida si fuera preciso… no lo saquean no le roban al pueblo no se llevan la plata de ancianos jubilados que hasta dejaron de comer x pagar su seguro ❤️🙌👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏,ig,bravoooooooooooooooooooooooooo este es un verdadero ecuatoriano el verdadero ecuatoriano ama su patria la defiende con la vida si fuera preciso no lo saquean no le roban al pueblo no se llevan la plata de ancianos jubilados que hasta dejaron de comer x pagar su seguro,"['bravooooooooooooooooooooooooo', 'verdader', 'ecuatorian', 'verdader', 'ecuatorian', 'ama', 'patri', 'defiend', 'vid', 'precis', 'saqu', 'rob', 'puebl', 'llev', 'plat', 'ancian', 'jubil', 'dej', 'com', 'pag', 'segur']",47
👏👏👏👏👏👏👏👏👏👏💜💜💜💜💜💜💜💜,ig,,[],1
Siiiiiiiiiiiiiiii,ig,siiiiiiiiiiiiiiii,['siiiiiiiiiiiiiiii'],1
Me río de janeiro,ig,me rio de janeiro,"['rio', 'janeir']",4
Mejor ustedes escondanse por q ah todos les llega su hora así q pilas,ig,mejor ustedes escondanse por q ah todos les llega su hora asi q pilas,"['mejor', 'usted', 'escondans', 'lleg', 'hor', 'asi', 'pil']",14
"Correa te llegó la hora, bandida no te escapas😂😂😂",ig,correa te llego la hora bandida no te escapas,"['corre', 'lleg', 'hor', 'band', 'escap']",9
ENCUENTRO ENCUENTRO ENCUENTRO ENCUENTRO ENCUENTRO ENCUENTRO ENCUENTRO ENCUENTRO ENCUENTRO ENCUENTRO ENCUENTRO ENCUENTRO ENCUENTRO ENCUENTRO ENCUENTRO ENCUENTRO,ig,encuentro encuentro encuentro encuentro encuentro encuentro encuentro encuentro encuentro encuentro encuentro encuentro encuentro encuentro encuentro encuentro,"['encuentr', 'encuentr', 'encuentr', 'encuentr', 'encuentr', 'encuentr', 'encuentr', 'encuentr', 'encuentr', 'encuentr', 'encuentr', 'encuentr', 'encuentr', 'encuentr', 'encuentr', 'encuentr']",16
Como si desaparecer a Correa le quita lo corrupto a este gobierno!!!,ig,como si desaparecer a correa le quita lo corrupto a este gobierno,"['desaparec', 'corre', 'quit', 'corrupt', 'gobiern']",12
Que deje el odio y que se ponga a trabajar el gobierno,ig,que deje el odio y que se ponga a trabajar el gobierno,"['dej', 'odi', 'pong', 'trabaj', 'gobiern']",12
"Ecuador es territorio libre de narco-dictaduras gracias a @danielnoboaok. @MashiRafael, sigue defendiendo a tus amigos presos, que pronto les harás compañía.",ig,ecuador es territorio libre de narcodictaduras gracias a sigue defendiendo a tus amigos presos que pronto les haras compania,"['ecuador', 'territori', 'libr', 'narcodictadur', 'graci', 'sig', 'defend', 'amig', 'pres', 'pront', 'har', 'compani']",21
Pobrecito Glass !! No tienen ni para una receta médica 😢😢😢 Pero para ponerse pelo si tuvo 🤣,ig,pobrecito glass no tienen ni para una receta medica pero para ponerse pelo si tuvo,"['pobrecit', 'glass', 'recet', 'medic', 'pon', 'pel']",18
Terrible. Ya se les acabó lo robado?,ig,terrible ya se les acabo lo robado,"['terribl', 'acab', 'rob']",7
No hay algo importante que informar😂😂😂😂,ig,no hay algo importante que informar,"['import', 'inform']",6
Será que se roba lo de la rifa tambien 🤣🫣,ig,sera que se roba lo de la rifa tambien,"['ser', 'rob', 'rif', 'tambi']",10
"Que reúnan a los que les puso en los puestos de gobierno, hasta ahora siguen. Ni un chaulafan le han de llevar los jueves 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️",ig,que reunan a los que les puso en los puestos de gobierno hasta ahora siguen ni un chaulafan le han de llevar los jueves,"['reun', 'pus', 'puest', 'gobiern', 'ahor', 'sig', 'chaulaf', 'llev', 'juev']",25
El premio será la hidroeléctrica fantasma y uno de los hospitales con sobreprecio,ig,el premio sera la hidroelectrica fantasma y uno de los hospitales con sobreprecio,"['premi', 'ser', 'hidroelectr', 'fantasm', 'hospital', 'sobrepreci']",13
A la Lucha delegenlo a que recoja fondos para ella es fácil ¹,ig,a la lucha delegenlo a que recoja fondos para ella es facil,"['luch', 'delegenl', 'recoj', 'fond', 'facil']",13
"Igual que la que hizo para su contralor más simpático, Polit y después este pagó una fianza de catorce millones de dólares.",ig,igual que la que hizo para su contralor mas simpatico polit y despues este pago una fianza de catorce millones de dolares,"['igual', 'hiz', 'contralor', 'mas', 'simpat', 'polit', 'despu', 'pag', 'fianz', 'catorc', 'millon', 'dolar']",22
Ni para limpiarse con ese afiche,ig,ni para limpiarse con ese afiche,"['limpi', 'afich']",6
Ya se acabaría los millones que se llevó,ig,ya se acabaria los millones que se llevo,"['acabari', 'millon', 'llev']",8
Jajaj una vaina estos manes,ig,jajaj una vaina estos manes,"['jajaj', 'vain', 'man']",5
DANIEL NOBOA ES EL MEJOR PRESIDENTE QUE ECUADOR A TENIDO ❤️❤️❤️,ig,daniel noboa es el mejor presidente que ecuador a tenido,"['daniel', 'nobo', 'mejor', 'president', 'ecuador']",11
Dios te bendiga presidente....💜💜💜💜,ig,dios te bendiga presidente,"['dios', 'bendig', 'president']",4
👏👏👏👏👏Dios siga teniendo el control y le conceda sabiduría delo alto @danielnoboaok 👏👏👏My President 💜💜💜💜🇪🇨,ig,dios siga teniendo el control y le conceda sabiduria delo alto my president,"['dios', 'sig', 'control', 'conced', 'sabiduri', 'del', 'alto', 'president']",15
❤️❤️❤️❤️👏👏👏💜💜💜💜,ig,,[],1
👏👏👏👏👏❤️. Noboa. El mejor,ig,noboa el mejor,"['nobo', 'mejor']",4
Estamos con usted señor presidente 👏👏👏👏👏👏💜💜💜💜,ig,estamos con usted senor presidente,"['usted', 'senor', 'president']",6
"Era de responderle ,no de destruirlo😂😂😂😂.....Noboa una y mil veces presidente 💜💜💜💜",ig,era de responderle no de destruirlonoboa una y mil veces presidente,"['respond', 'destruirlonobo', 'mil', 'vec', 'president']",12
Que perdida de energía con este sr. Ser,ig,que perdida de energia con este sr ser,"['perd', 'energi', 'ser']",8
"MI HONORABLE SEÑOR PRESIDENTE DEL ECUADOR DANIEL NOBOA AZIN, ESTAMOS CON USTED TIENE TODO NUESTRO APOYO INCONDICIONAL, POR UN ECUADOR LIBRE DE ESTÉ INDESEABLE CORREA 🤮",ig,mi honorable senor presidente del ecuador daniel noboa azin estamos con usted tiene todo nuestro apoyo incondicional por un ecuador libre de este indeseable correa,"['honor', 'senor', 'president', 'ecuador', 'daniel', 'nobo', 'azin', 'usted', 'apoy', 'incondicional', 'ecuador', 'libr', 'indes', 'corre']",26
NUUUUUCA MASssss Él NARCORREISMO NUNCA,ig,nuuuuuca masssss el narcorreismo nunca,"['nuuuuuc', 'masssss', 'narcorr', 'nunc']",5
🥊Dale duro 💜💜💜💜,ig,dale duro,"['dal', 'dur']",3
Será. Que. Todavía. No. Recuperan. Lo. Que. Les. Cobraron. Por. La. Deuda. De. Los. Tantos. Millones. De. Impuestos. Y. Que. Dicen. De. Todos. Los. Casos. De. Corrupción. De. Este. Último. Tiempo. 🔥,ig,sera que todavia no recuperan lo que les cobraron por la deuda de los tantos millones de impuestos y que dicen de todos los casos de corrupcion de este ultimo tiempo,"['ser', 'todavi', 'recuper', 'cobr', 'deud', 'tant', 'millon', 'impuest', 'dic', 'cas', 'corrupcion', 'ultim', 'tiemp']",32
Estamos con Ud Señor Presidente👏👏👏👏👏👏,ig,estamos con ud senor presidente,"['senor', 'president']",5
El narco presidente quiere desquitarse por la acienda que le dieron al pueblo lo que le debía he onventara pruebas como siempre,ig,el narco presidente quiere desquitarse por la acienda que le dieron al pueblo lo que le debia he onventara pruebas como siempre,"['narc', 'president', 'quier', 'desquit', 'aciend', 'dieron', 'puebl', 'debi', 'onvent', 'prueb', 'siempr']",22
